,id,listing_url,name,prop_type,room_type,bed_type,min_nights,max_nights,cancel_pol,accommodates,bedrooms,beds,no_of_reviews,bathrooms,price,cleaning_fee,extra_ppl,guests_incl,picture_url,review_sc_rtg,host_id,host_name,host_resp_time,host_resp_rate,host_super_host,host_id_verified,amenities,addr_loctype,addr_longitude,addr_latitude,addr_loc_exact,addr_street,addr_govt_area,addr_country,avail_30,avail_60,avail_90,avail_365
1761,19907902,https://www.airbnb.com/rooms/19907902,"Aloha AKU Honu Suite - Beachfront, 1 BR/Bath, LR w/Full Kit, Lanai, AC, WiFi",House,Entire home/apt,Real Bed,3,730,super_strict_60,4,1,2,0,1.0,228.0,100.0,10.0,2.0,https://a0.muscache.com/im/pictures/056b7eae-12dd-45cc-b144-8dc251bd24bb.jpg?aki_policy=large,0,140981203,Gary,within an hour,100,No,No," Air conditioning,Beach essentials,Beachfront,Bed linens,Breakfast,Cable TV,Coffee maker,Cooking basics,Dishwasher,Dryer,Essentials,Fire extinguisher,First aid kit,Free parking on premises,Gym,Hair dryer,Hangers,Hot tub,Iron,Kitchen,Microwave,Other,Patio or balcony,Pool,Refrigerator,Shampoo,Smoke detector,Stove,TV,Washer,Waterfront,Wifi,",Point,-156.45763,20.7468,No,"Kihei, HI, United States",Kihei-Makena,United States,5,15,36,210
1762,19847790,https://www.airbnb.com/rooms/19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,12,3,5,43,1.0,99.0,135.0,20.0,1.0,https://a0.muscache.com/im/pictures/9d38b3ae-2bda-4f98-afaa-9432fc26900a.jpg?aki_policy=large,88,129646758,Sherry  W  X,within an hour,100,No,No," Air conditioning,Bed linens,Cable TV,Coffee maker,Cooking basics,Dishes and silverware,Essentials,Extra pillows and blankets,Fire extinguisher,Free street parking,Hair dryer,Hangers,Heating,Hot water,Indoor fireplace,Iron,Keypad,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Private entrance,Refrigerator,Self check-in,Smoke detector,Stove,TV,Wifi,",Point,-73.95085,40.64377,Yes,"Brooklyn, NY, United States",East Flatbush,United States,11,17,45,249
1763,19862007,https://www.airbnb.com/rooms/19862007,Island Sands #111 - 2BR Beautiful Oceanfront Condo,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2,2,0,2.0,343.0,218.0,0.0,1.0,https://a0.muscache.com/im/pictures/8ddd58b1-8069-411a-a9c9-c9668eb5a17c.jpg?aki_policy=large,0,2154262,Condominium Rentals Hawaii,within an hour,100,No,No," Air conditioning,Dryer,Elevator,Essentials,Family/kid friendly,Free parking on premises,Hair dryer,Hangers,Internet,Iron,Kitchen,Laptop friendly workspace,Other,Pool,Smoke detector,TV,Washer,Wifi,",Point,-156.50841,20.79575,Yes,"Wailuku, HI, United States",Kihei-Makena,United States,4,14,31,212
1764,19865325,https://www.airbnb.com/rooms/19865325,Vaga em apartamento conjugado(LEIAM A DESCRIÇÃO!!),Apartment,Shared room,Real Bed,1,1125,flexible,6,1,6,1,1.0,30.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/1feca4d7-a858-4952-a86a-2ea53fab0f6d.jpg?aki_policy=large,0,116767818,Marlon,Not Specified,0,No,No," Elevator,Essentials,Fire extinguisher,Iron,Kitchen,Lock on bedroom door,Shampoo,Suitable for events,TV,Washer,Wifi,",Point,-43.18146500943758,-22.965799361048358,No,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Brazil,0,0,0,0
1765,18594608,https://www.airbnb.com/rooms/18594608,Happy studio,Apartment,Entire home/apt,Real Bed,7,100,strict_14_with_grace_period,4,1,2,4,1.0,35.0,50.0,25.0,1.0,https://a0.muscache.com/im/pictures/7b2bb18b-f32f-48f5-a1f3-360182958f61.jpg?aki_policy=large,100,94998397,Jorge,Not Specified,0,No,No," Carbon monoxide detector,Cleaning before checkout,Coffee maker,Cooking basics,Dishes and silverware,Elevator,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Hangers,Hot water,Kitchen,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Refrigerator,Stove,TV,translation missing: en.hosting_amenity_50,",Point,-8.63583,41.13444,No,"Vila Nova de Gaia, Porto, Portugal",Santa Marinha e São Pedro da Afurada,Portugal,30,60,90,365
1766,18607563,https://www.airbnb.com/rooms/18607563,For 4 or 6 - Wonderful Apartment downtown,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,4,125,2.0,140.0,15.0,15.0,4.0,https://a0.muscache.com/im/pictures/5e816b43-c85b-4ad8-a097-32eec8e74bb1.jpg?aki_policy=large,94,8161650,Manuel,within an hour,100,No,Yes," Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Essentials,Fire extinguisher,First aid kit,Hair dryer,Hangers,Heating,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Other,Paid parking off premises,Patio or balcony,Refrigerator,Self check-in,Shampoo,Smoke detector,Stove,TV,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,-8.61294,41.14655,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,13,41,71,338
1767,18780832,https://www.airbnb.com/rooms/18780832,Oporto Sunset Blue Balcony ❤,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1,3,109,1.0,75.0,10.0,10.0,2.0,https://a0.muscache.com/im/pictures/6adcb7ed-ab23-4122-a5b2-87195217fd12.jpg?aki_policy=large,93,130706820,Mario,within an hour,100,No,No," Accessible-height toilet,Bed linens,Building staff,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Disabled parking spot,Dishes and silverware,Essentials,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Hair dryer,Handheld shower head,Hangers,Heating,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Pack ’n Play/travel crib,Paid parking on premises,Patio or balcony,Refrigerator,Self check-in,Shampoo,Smoke detector,Step-free access,Step-free access,Step-free access,Stove,TV,Well-lit path to entrance,Wide doorway,Wide entryway,Wide hallway clearance,Wifi,",Point,-8.60324,41.14907,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,10,40,70,345
1768,18905958,https://www.airbnb.com/rooms/18905958,Private room between Bondi Beach and Junction,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,2,1.0,50.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/75442cf5-8940-4dcf-abe2-9e931652d25b.jpg?aki_policy=large,60,27036805,Eric,Not Specified,0,No,Yes," Essentials,Free parking on premises,Hair dryer,Hangers,Hot tub,Indoor fireplace,Iron,Kitchen,Lock on bedroom door,Private entrance,Shampoo,TV,Washer,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,151.26665,-33.89161,Yes,"Bondi Beach, NSW, Australia",Waverley,Australia,0,0,0,0
1769,19005784,https://www.airbnb.com/rooms/19005784,Hong Kong City CBD Hung Hom Apartment紅磡 民宿公寓:),Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1,2,44,1.0,683.0,380.0,160.0,2.0,https://a0.muscache.com/im/pictures/47bc4a9b-138f-47c8-b84b-33dffdafd2ce.jpg?aki_policy=large,93,131593788,Kristina,within a day,71,No,No," Air conditioning,Elevator,Family/kid friendly,Hair dryer,Hangers,Keypad,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Self check-in,Shampoo,TV,Washer,Wifi,",Point,114.18214,22.30627,Yes,"Hong Kong, Kowloon, Hong Kong",Kowloon City,Hong Kong,6,20,50,177
1770,19030572,https://www.airbnb.com/rooms/19030572,★ Luxury Loft | Pool | Gym | Spotless ★,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,1,37,1.0,60.0,70.0,0.0,1.0,https://a0.muscache.com/im/pictures/472991da-0804-4c21-b2e5-3ab872b3cf7c.jpg?aki_policy=large,97,16139116,Shereen,within an hour,90,Yes,No," Air conditioning,BBQ grill,Bed linens,Buzzer/wireless intercom,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Elevator,Essentials,Family/kid friendly,Free street parking,Gym,Hair dryer,Hangers,Heating,Hot water,Internet,Iron,Keypad,Kitchen,Laptop friendly workspace,Microwave,Oven,Pool,Refrigerator,Self check-in,Shampoo,Single level home,Smoke detector,Stove,TV,Washer,Wifi,",Point,-73.58786,45.48112,Yes,"Montréal, Québec, Canada",Le Sud-Ouest,Canada,9,9,9,9
1771,19050582,https://www.airbnb.com/rooms/19050582,Clérigos Apartments - Apt. 4E for 2/3 Pax,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,1,3,83,1.0,65.0,15.0,0.0,2.0,https://a0.muscache.com/im/pictures/3814db56-1a94-4277-8a12-c5c69a45c63e.jpg?aki_policy=large,96,130612073,3M'S - City & Country Rentals,within an hour,100,No,No," Bed linens,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Essentials,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,First aid kit,Hair dryer,Hangers,Heating,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Paid parking off premises,Refrigerator,Self check-in,Shampoo,Smoke detector,Stove,TV,Wifi,translation missing: en.hosting_amenity_50,",Point,-8.61434,41.14511,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,0,13,43,318
1772,19056339,https://www.airbnb.com/rooms/19056339,Nautical Nest,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,2,54,1.0,120.0,100.0,25.0,3.0,https://a0.muscache.com/im/pictures/622a3334-7238-4adb-a7e9-aac5e28c6904.jpg?aki_policy=large,99,112105371,Shawna,within an hour,100,Yes,Yes," BBQ grill,Babysitter recommendations,Beach essentials,Bed linens,Cable TV,Children’s books and toys,Children’s dinnerware,Coffee maker,Cooking basics,Dishes and silverware,Dryer,Essentials,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,Free parking on premises,Garden or backyard,Hair dryer,Hangers,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Pack ’n Play/travel crib,Patio or balcony,Private entrance,Private living room,Refrigerator,Shampoo,Single level home,Smoke detector,Stove,TV,Washer,Well-lit path to entrance,Wide doorway,Wifi,",Point,-157.74895,21.41743,Yes,"Kailua, HI, United States",Koolaupoko,United States,3,12,22,263
1773,19060682,https://www.airbnb.com/rooms/19060682,Akin YellowHouse 2nd floor twin room good location,Apartment,Private room,Real Bed,2,1125,moderate,2,1,2,0,1.0,142.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/938ecb17-ebed-44de-96a8-0023b04ce93e.jpg?aki_policy=large,0,33729698,Tahir,within an hour,100,Yes,Yes," Essentials,Heating,Kitchen,Lock on bedroom door,translation missing: en.hosting_amenity_50,",Point,28.94917,41.02957,Yes,"Fatih, İstanbul, Turkey",Fatih,Turkey,27,57,87,362
1774,19101306,https://www.airbnb.com/rooms/19101306,[NEW] West Village Dream Home!,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,6,2,4,37,1.0,325.0,125.0,0.0,1.0,https://a0.muscache.com/im/pictures/2553fc68-be33-4ac0-9542-3e706d2558ea.jpg?aki_policy=large,92,70171973,Joshua,within a day,92,No,Yes," Air conditioning,Bathtub,Cable TV,Carbon monoxide detector,Elevator,Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Pack ’n Play/travel crib,Paid parking off premises,Room-darkening shades,Self check-in,Shampoo,Smoke detector,TV,Wifi,",Point,-74.00258,40.73605,Yes,"New York, NY, United States",West Village,United States,18,29,50,203
1775,19572281,https://www.airbnb.com/rooms/19572281,Comfortable bedroom close to the airport - Porto,House,Private room,Real Bed,1,1125,flexible,2,1,1,120,1.0,35.0,0.0,0.0,2.0,https://a0.muscache.com/im/pictures/272600eb-9bcd-48ff-b598-2e51b1d1c9e0.jpg?aki_policy=large,99,88573374,Susana,within an hour,100,Yes,No," Accessible-height bed,Accessible-height toilet,Baby bath,Bathtub,Bed linens,Breakfast,Cable TV,Changing table,Children’s books and toys,Children’s dinnerware,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Essentials,Extra pillows and blankets,Fireplace guards,First aid kit,Free street parking,Hair dryer,Handheld shower head,Hangers,Heating,High chair,Host greets you,Hot water,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Patio or balcony,Pets live on this property,Private living room,Refrigerator,Shampoo,Stove,TV,Table corner guards,Well-lit path to entrance,Wide clearance to bed,Wide doorway,Wide doorway,Wide doorway,Wide entryway,Wide hallway clearance,Wifi,",Point,-8.66436,41.25794,Yes,"Vila Nova da Telha, Porto, Portugal",Vila Nova da Telha,Portugal,15,35,55,180
1776,19677006,https://www.airbnb.com/rooms/19677006,Comfortable room 5 minutes from the beach,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,1,1,1,6,1.0,50.0,20.0,0.0,1.0,https://a0.muscache.com/im/pictures/ec99d96d-9928-45b6-be72-76c281653f94.jpg?aki_policy=large,92,138561304,Luis,within an hour,100,No,No," Bed linens,Coffee maker,Cooking basics,Dishes and silverware,EV charger,Essentials,Fire extinguisher,First aid kit,Hair dryer,Hangers,Heating,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Oven,Paid parking off premises,Private living room,Refrigerator,Safety card,Shampoo,Smoking allowed,Stove,Washer,Waterfront,Wifi,",Point,2.18328,41.38321,No,"Barcelona, Catalunya, Spain","Sant Pere, Santa Caterina i la Ribera",Spain,30,60,90,238
1777,19786915,https://www.airbnb.com/rooms/19786915,Spacious Clean Studio  Apartment,Apartment,Entire home/apt,Real Bed,1,60,moderate,6,1,1,38,1.0,60.0,20.0,25.0,2.0,https://a0.muscache.com/im/pictures/995ee2ec-9032-4e9d-9ce8-569b32b97208.jpg?aki_policy=large,89,86892032,Marian,within an hour,100,No,Yes," Air conditioning,Bed linens,Cable TV,Carbon monoxide detector,Coffee maker,Dishes and silverware,Essentials,Extra pillows and blankets,Family/kid friendly,Free street parking,Hair dryer,Heating,Host greets you,Hot water,Iron,Long term stays allowed,Luggage dropoff allowed,Microwave,Pets allowed,Private entrance,Refrigerator,Shampoo,Smoke detector,TV,Wifi,",Point,-73.72838,40.65766,Yes,"Queens, NY, United States",Rosedale,United States,9,39,69,344
1778,19800005,https://www.airbnb.com/rooms/19800005,Shiny BALCONY:)) room CENTRAL ISTANBUL ŞİŞLİ,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,3,1.0,53.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/fcb7d08b-f759-4b39-80a7-ac289285faee.jpg?aki_policy=large,100,139844353,Erdinc,within a few hours,100,No,No," Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,Iron,Kitchen,Lock on bedroom door,Private living room,Shampoo,Smoking allowed,TV,Washer,Wifi,",Point,28.98507,41.0674,No,"Şişli, İstanbul, Turkey",Sisli,Turkey,1,1,1,1
1779,19815841,https://www.airbnb.com/rooms/19815841,Stunning studio APT in the heart of NYC,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,0,3,94,1.0,99.0,125.0,0.0,1.0,https://a0.muscache.com/im/pictures/97f3718f-fecd-4b01-ba52-59fad2269a19.jpg?aki_policy=large,89,139995595,Eli,within an hour,90,No,Yes," Air conditioning,Bed linens,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Essentials,Ethernet connection,Extra pillows and blankets,Family/kid friendly,Hair dryer,Hangers,Heating,Hot water,Iron,Kitchen,Laptop friendly workspace,Microwave,Other,Refrigerator,Shampoo,Smoke detector,TV,Wifi,",Point,-73.96949,40.75094,No,"New York, NY, United States",Midtown,United States,2,3,6,180
1780,19821682,https://www.airbnb.com/rooms/19821682,Bright & Charming loft in the Gothic Quarter,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,4,1,2,6,1.0,46.0,30.0,15.0,2.0,https://a0.muscache.com/im/pictures/443aa7b5-b21c-464a-a0ba-40c3feebe6bb.jpg?aki_policy=large,89,8011636,Davide,within an hour,100,No,Yes," Air conditioning,Bathtub,Bed linens,Cooking basics,Dishes and silverware,Dishwasher,Essentials,Extra pillows and blankets,Family/kid friendly,Hair dryer,Heating,Host greets you,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Private entrance,Refrigerator,Smoking allowed,Step-free access,Step-free access,Stove,TV,Washer,Wide clearance to bed,Wifi,",Point,2.17489,41.38391,Yes,"Barcelona, Cataluña, Spain",el Barri Gòtic,Spain,0,0,0,0
1781,19830008,https://www.airbnb.com/rooms/19830008,Charming Private Room in the heart of East Village,Apartment,Private room,Real Bed,1,14,moderate,2,1,1,63,1.5,125.0,0.0,50.0,1.0,https://a0.muscache.com/im/pictures/1b9ffd80-684c-4d30-980f-1dc85297922a.jpg?aki_policy=large,97,139942077,Sahar,within a day,70,Yes,No," BBQ grill,Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Elevator,Essentials,Extra pillows and blankets,Fire extinguisher,Garden or backyard,Hair dryer,Hangers,Heating,Hot water,Iron,Kitchen,Laptop friendly workspace,Microwave,Oven,Private entrance,Refrigerator,Shampoo,Smoke detector,Stove,TV,Washer,Wifi,",Point,-73.98089,40.72304,Yes,"New York, NY, United States",East Village,United States,0,5,24,299
1782,19877430,https://www.airbnb.com/rooms/19877430,Kaneohe Haven,House,Entire home/apt,Real Bed,2,1125,moderate,6,2,4,69,1.0,60.0,100.0,0.0,1.0,https://a0.muscache.com/im/pictures/58a12b52-b37d-4084-be5f-40683304e20a.jpg?aki_policy=large,92,140652256,Neal,within an hour,100,No,No," Bed linens,Cable TV,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free parking on premises,Hair dryer,Hangers,Hot water,Iron,Kitchen,Lockbox,Long term stays allowed,Microwave,Oven,Pack ’n Play/travel crib,Patio or balcony,Private entrance,Refrigerator,Self check-in,Shampoo,Smoke detector,Stove,TV,Washer,Well-lit path to entrance,Wide clearance to bed,Wide doorway,Wide entryway,Wifi,",Point,-157.78858,21.41175,Yes,"Kaneohe, HI, United States",Koolaupoko,United States,4,11,16,221
1783,19933161,https://www.airbnb.com/rooms/19933161,Studio w/rooftop in Sheung Wan HK (Man Mo temple),Apartment,Entire home/apt,Real Bed,5,1125,moderate,2,0,1,51,1.0,1248.0,548.0,0.0,1.0,https://a0.muscache.com/im/pictures/fef9c6e5-a3df-4dd4-b7cc-d584740d3a19.jpg?aki_policy=large,93,22223278,Natalia & Paul,within an hour,100,Yes,No," Air conditioning,Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Essentials,Extra pillows and blankets,Hair dryer,Hangers,Heating,Host greets you,Hot water,Iron,Kitchen,Long term stays allowed,Oven,Patio or balcony,Refrigerator,Shampoo,Stove,Wifi,",Point,114.1482,22.28505,Yes,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,Hong Kong,6,23,45,45
1784,18255921,https://www.airbnb.com/rooms/18255921,Cute Beachside Get Away,Apartment,Entire home/apt,Real Bed,4,21,flexible,4,2,2,1,1.0,139.0,60.0,0.0,1.0,https://a0.muscache.com/im/pictures/745a585a-0c87-4985-915e-518176cd1648.jpg?aki_policy=large,100,2442148,Imogene,Not Specified,0,No,Yes," Essentials,Family/kid friendly,First aid kit,Hair dryer,Hangers,Heating,Iron,Kitchen,Laptop friendly workspace,Shampoo,Smoke detector,TV,Washer,Wifi,",Point,151.25463,-33.92647,Yes,"Coogee, NSW, Australia",Randwick,Australia,0,0,0,0
1785,18250284,https://www.airbnb.com/rooms/18250284,Central Park North $140 - 1 BR with yard,Apartment,Private room,Real Bed,2,1125,moderate,4,2,4,45,1.5,140.0,40.0,70.0,2.0,https://a0.muscache.com/im/pictures/89fa081b-eaa9-4fff-9715-75ed7b196c48.jpg?aki_policy=large,98,126116466,James,within an hour,100,Yes,No," Air conditioning,Cable TV,Carbon monoxide detector,Dog(s),Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Hangers,Heating,Host greets you,Internet,Kitchen,Lock on bedroom door,Pets allowed,Pets live on this property,Shampoo,Smoke detector,TV,TV,Wifi,translation missing: en.hosting_amenity_50,",Point,-73.95487,40.80142,Yes,"New York, NY, United States",Harlem,United States,27,53,83,172
1786,18338274,https://www.airbnb.com/rooms/18338274,Character renovated house close to city,House,Entire home/apt,Real Bed,2,35,moderate,6,4,4,56,1.0,264.0,90.0,0.0,6.0,https://a0.muscache.com/im/pictures/1fd6da2c-e60d-44a8-950c-c25f2be4e9a6.jpg?aki_policy=large,98,59940377,Bill,Not Specified,0,No,Yes," Air conditioning,Bathtub,Bed linens,Carbon monoxide detector,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Essentials,Extra pillows and blankets,Family/kid friendly,Fireplace guards,Flat path to front door,Garden or backyard,Hair dryer,Hangers,Heating,Hot water,Indoor fireplace,Iron,Kitchen,Laptop friendly workspace,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Paid parking off premises,Patio or balcony,Private entrance,Refrigerator,Room-darkening shades,Self check-in,Shampoo,Smoke detector,Step-free access,Step-free access,Step-free access,Stove,TV,Washer,Wifi,translation missing: en.hosting_amenity_50,",Point,151.18843,-33.87791,Yes,"Glebe, NSW, Australia",Sydney,Australia,0,0,0,0
1787,186655,https://www.airbnb.com/rooms/186655,Charming Family House with Garden (6981/AL),Townhouse,Entire home/apt,Real Bed,1,15,strict_14_with_grace_period,6,3,4,171,1.0,55.0,20.0,0.0,1.0,https://a0.muscache.com/im/pictures/5096839/00414683_original.jpg?aki_policy=large,95,897112,Helena,within a few hours,90,Yes,No," Baby bath,Bed linens,Cable TV,Changing table,Children’s books and toys,Children’s dinnerware,Cooking basics,Dishes and silverware,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Garden or backyard,Hair dryer,High chair,Host greets you,Hot water,Kitchen,Microwave,Outlet covers,Pack ’n Play/travel crib,Refrigerator,Room-darkening shades,Single level home,Stove,TV,Wifi,",Point,-8.65228,41.15206,Yes,"Porto, Porto, Portugal",Lordelo do Ouro e Massarelos,Portugal,0,11,28,223
1788,19028601,https://www.airbnb.com/rooms/19028601,"Double room, livingroom and terrace",Apartment,Private room,Real Bed,15,1124,strict_14_with_grace_period,2,1,1,6,1.0,25.0,30.0,15.0,1.0,https://a0.muscache.com/im/pictures/3ad548ac-fa1d-46d4-a274-96388e6aff16.jpg?aki_policy=large,100,124450485,Andrea,Not Specified,0,No,No," Essentials,Hangers,Kitchen,Laptop friendly workspace,Smoking allowed,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,2.15207,41.40124,No,"Barcelona, Catalunya, Spain",la Vila de Gràcia,Spain,0,0,0,0
1789,19036802,https://www.airbnb.com/rooms/19036802,Luminous Vintage Room near Plaza España,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,2,87,1.0,25.0,4.0,20.0,2.0,https://a0.muscache.com/im/pictures/c1197fb2-a71c-45f9-970b-a86d87770eb9.jpg?aki_policy=large,91,7956108,Stephanie & Edgardo,within an hour,100,No,Yes," Bed linens,Buzzer/wireless intercom,Coffee maker,Dishes and silverware,Elevator,Essentials,Extra pillows and blankets,First aid kit,Free street parking,Hair dryer,Hangers,Heating,Host greets you,Hot water,Iron,Kitchen,Lock on bedroom door,Luggage dropoff allowed,Microwave,Paid parking off premises,Private entrance,Refrigerator,Safety card,Shampoo,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,2.13769,41.3646,No,"Barcelona, CT, Spain",la Marina de Port,Spain,3,13,30,75
1790,19057068,https://www.airbnb.com/rooms/19057068,Conduit Rd Luxury Mid-Levels Apt,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3,1,1,1,1.0,1499.0,500.0,0.0,1.0,https://a0.muscache.com/im/pictures/c7ff7792-d712-4e20-9dc9-f0adec70614a.jpg?aki_policy=large,0,131896044,Niels,Not Specified,0,No,No," Air conditioning,Dryer,Essentials,Family/kid friendly,Hair dryer,Hangers,Internet,Iron,Kitchen,Laptop friendly workspace,Shampoo,TV,Washer,Wifi,",Point,114.14943,22.27814,Yes,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western,Hong Kong,0,0,0,0
1791,19199353,https://www.airbnb.com/rooms/19199353,Spacious 1 Bed in the heart of Manhattan,Apartment,Entire home/apt,Real Bed,2,20,strict_14_with_grace_period,4,1,2,11,1.0,196.0,110.0,0.0,1.0,https://a0.muscache.com/im/pictures/d28765a7-ff93-4b36-adb5-86bdf0263245.jpg?aki_policy=large,85,80242044,Vk,within an hour,100,No,No," Essentials,Family/kid friendly,Hangers,Heating,Iron,Kitchen,Laptop friendly workspace,Private entrance,Shampoo,Smoke detector,Wifi,translation missing: en.hosting_amenity_50,",Point,-74.00122,40.73,Yes,"New York, NY, United States",Greenwich Village,United States,2,8,8,8
1792,19273862,https://www.airbnb.com/rooms/19273862,Beau et grand appartement près de TOUT !,Apartment,Entire home/apt,Real Bed,1,23,moderate,6,3,4,7,2.0,81.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/c3d24e94-ea1b-461a-a295-150fe7170741.jpg?aki_policy=large,86,118986906,Rina,Not Specified,0,No,No," Dryer,Essentials,Family/kid friendly,Kitchen,Safety card,Smoke detector,TV,Washer,Wifi,",Point,-73.57117,45.46199,Yes,"Montréal, Québec, Canada",Verdun,Canada,0,0,0,0
1793,19376053,https://www.airbnb.com/rooms/19376053,Bright and airy in the heart of Chippendale,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2,2,73,1.0,195.0,149.0,0.0,2.0,https://a0.muscache.com/im/pictures/d9f1ecca-3ca9-4bd8-aa66-9ebc0e5b8011.jpg?aki_policy=large,94,47357384,Andrew,within an hour,100,No,Yes," Bed linens,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Elevator,Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Lockbox,Long term stays allowed,Microwave,Oven,Paid parking off premises,Patio or balcony,Private entrance,Private living room,Refrigerator,Self check-in,Shampoo,Single level home,Smoke detector,Stove,Washer,Wifi,translation missing: en.hosting_amenity_50,",Point,151.20129,-33.88749,Yes,"Chippendale, NSW, Australia",Sydney,Australia,12,18,33,114
